Batsman,Bowler,0,1,2,3,4,5,6,7+,Wickets,Runs,Balls
Shakib Al Hasan,LMP Simmons,0,2,0,0,0,0,0,0,0,2,2
Shakib Al Hasan,M Muralitharan,1,2,0,0,0,0,0,0,0,2,3
Shakib Al Hasan,MA Starc,0,2,0,0,0,0,0,0,0,2,2
Shakib Al Hasan,MG Johnson,3,1,3,0,1,0,0,0,0,11,8
Shakib Al Hasan,MJ McClenaghan,1,2,0,0,1,0,0,0,0,6,4
Shakib Al Hasan,MM Sharma,3,3,1,0,2,0,0,0,0,13,9
Shakib Al Hasan,Mohammed Shami,0,2,0,0,1,0,0,0,0,6,3
Shakib Al Hasan,Mustafizur Rahman,3,2,1,0,0,0,0,0,0,4,6
Shakib Al Hasan,NLTC Perera,1,1,0,0,0,0,0,0,0,1,2
Shakib Al Hasan,NM Coulter-Nile,1,3,0,0,1,0,0,0,0,7,5
Shakib Al Hasan,P Awana,2,1,0,0,1,0,0,0,0,5,4
Shakib Al Hasan,P Kumar,0,2,0,0,2,0,0,0,0,10,4
Shakib Al Hasan,P Sahu,2,1,0,0,0,0,0,0,0,1,3
Shakib Al Hasan,Parvez Rasool,0,1,0,0,0,0,0,0,0,1,1
Shakib Al Hasan,PV Tambe,2,4,0,0,1,0,0,0,0,8,7
Shakib Al Hasan,R Ashwin,5,4,0,0,1,0,0,0,0,8,10
Shakib Al Hasan,R Bhatia,2,0,2,0,0,0,0,0,1,4,4
Shakib Al Hasan,R Dhawan,0,3,0,0,0,0,0,0,0,3,3
Shakib Al Hasan,R Vinay Kumar,1,0,1,0,0,0,0,0,1,2,2
Shakib Al Hasan,RA Jadeja,5,7,1,0,0,0,1,0,1,15,14
Shakib Al Hasan,S Aravind,0,1,0,0,1,0,0,0,0,5,2
Shakib Al Hasan,S Kaushik,0,2,0,0,0,0,0,0,0,2,2
Shakib Al Hasan,S Nadeem,2,0,0,0,0,0,1,0,0,6,3
Shakib Al Hasan,SB Jakati,0,2,0,0,0,0,0,0,0,2,2
Shakib Al Hasan,SK Raina,0,2,0,0,1,0,0,0,0,6,3
Shakib Al Hasan,SL Malinga,4,2,1,0,1,0,0,0,2,8,8
Shakib Al Hasan,SR Watson,2,8,0,0,0,0,1,0,0,14,11
Shakib Al Hasan,TG Southee,0,2,0,0,1,0,1,0,0,12,4
Shakib Al Hasan,VR Aaron,1,0,0,0,0,0,0,0,0,0,1
Shakib Al Hasan,YS Chahal,1,5,1,0,2,0,3,0,0,33,12
Shakib Al Hasan,Yuvraj Singh,1,1,2,0,0,0,0,0,0,5,4
Sharjeel Khan,A Nehra,2,3,0,1,1,0,0,0,0,10,7
Sharjeel Khan,AD Mathews,4,4,1,0,2,0,0,0,0,14,11
Sharjeel Khan,AF Milne,4,1,0,0,3,0,0,0,1,13,8
Sharjeel Khan,AU Rashid,2,2,1,0,0,0,2,0,1,16,7
Sharjeel Khan,BA Stokes,3,3,0,0,2,0,1,0,0,17,9
Sharjeel Khan,BAW Mendis,2,2,2,0,1,0,0,0,0,10,7
Sharjeel Khan,CJ Anderson,3,2,0,0,0,0,0,0,0,2,5
Sharjeel Khan,DJ Bravo,2,1,0,0,1,0,0,0,0,5,4
Sharjeel Khan,DJ Willey,8,0,0,0,4,0,0,0,0,16,12
Sharjeel Khan,DSNFG Jayasuriya,1,0,0,0,0,0,0,0,0,0,1
Sharjeel Khan,HMRKB Herath,0,2,0,0,1,0,0,0,0,6,3
Sharjeel Khan,JE Root,0,1,0,0,0,0,0,0,0,1,1
Sharjeel Khan,JE Taylor,7,2,0,0,2,0,0,0,0,10,11
Sharjeel Khan,JJ Bumrah,6,0,0,0,2,0,0,0,1,8,8
Sharjeel Khan,JP Faulkner,2,0,0,0,1,0,0,0,1,4,3
Sharjeel Khan,JR Hazlewood,2,2,0,0,1,0,0,0,0,6,5
Sharjeel Khan,KMDN Kulasekara,9,2,2,1,2,0,0,0,0,17,16
Sharjeel Khan,KOK Williams,3,1,0,0,0,0,0,0,1,1,4
Sharjeel Khan,LE Plunkett,1,1,0,0,1,0,0,0,0,5,3
Sharjeel Khan,MD Shanaka,2,1,0,0,0,0,0,0,0,1,3
Sharjeel Khan,MJ McClenaghan,2,0,0,0,3,0,1,0,0,18,6
Sharjeel Khan,MJ Santner,2,0,1,0,3,0,0,0,0,14,6
Sharjeel Khan,MM Ali,1,2,1,0,0,0,0,0,0,4,4
Sharjeel Khan,NLTC Perera,1,3,0,0,2,0,1,0,1,17,7
Sharjeel Khan,NM Coulter-Nile,5,0,2,0,4,0,0,0,0,20,11
Sharjeel Khan,PVD Chameera,2,0,0,0,4,0,0,0,0,16,6
Sharjeel Khan,R Ashwin,6,4,0,0,0,0,0,0,0,4,10
Sharjeel Khan,RA Jadeja,1,1,0,0,0,0,0,0,0,1,2
Sharjeel Khan,S Badree,6,2,1,0,2,0,1,0,2,18,12
Sharjeel Khan,S Prasanna,1,0,1,0,0,0,2,0,1,14,4
Sharjeel Khan,SK Raina,1,1,0,0,0,0,0,0,1,1,2
Sharjeel Khan,SL Malinga,6,1,0,0,1,0,0,0,0,5,8
Sharjeel Khan,SMSM Senanayake,4,6,1,0,0,0,0,0,0,8,11
Sharjeel Khan,SP Narine,4,1,0,0,0,0,0,0,0,1,5
Sharjeel Khan,TM Dilshan,1,1,0,0,0,0,1,0,1,7,3
Shivam Sharma,JJ Bumrah,0,1,0,0,0,0,0,0,0,1,1
Shivam Sharma,MA Starc,1,0,0,0,1,0,0,0,1,4,2
Shoaib Malik,A Mishra,5,1,0,0,0,0,1,0,1,7,7
Shoaib Malik,A Nehra,3,1,1,0,0,0,0,0,1,3,5
Shoaib Malik,A Zampa,0,4,0,0,0,0,1,0,0,10,5
Shoaib Malik,AB Dinda,3,4,2,0,1,0,0,0,0,12,10
Shoaib Malik,AD Mathews,10,4,1,0,1,0,0,0,1,10,16
Shoaib Malik,AF Milne,3,4,1,0,1,0,0,0,0,10,9
Shoaib Malik,AU Rashid,5,9,1,0,2,0,1,0,0,25,18
Shoaib Malik,B Fernando,1,3,2,1,0,0,0,0,0,10,7
Shoaib Malik,B Kumar,3,2,0,0,0,0,0,0,0,2,5
Shoaib Malik,CH Morris,0,1,0,0,0,0,0,0,0,1,1
Shoaib Malik,CJ Anderson,1,3,0,0,1,0,0,0,1,7,5
Shoaib Malik,CJ Jordan,4,5,1,0,3,0,0,0,0,19,13
Shoaib Malik,CL White,0,1,0,0,0,0,0,0,0,1,1
Shoaib Malik,CR Brathwaite,5,6,2,0,4,0,1,0,0,32,18
Shoaib Malik,CR Woakes,7,4,2,0,2,0,0,0,1,16,15
Shoaib Malik,DJ Bravo,5,9,1,0,2,0,0,0,1,19,17
Shoaib Malik,DJ Willey,0,6,1,0,2,0,0,0,0,16,9
Shoaib Malik,DL Vettori,1,0,0,0,0,0,0,0,0,0,1
Shoaib Malik,DSNFG Jayasuriya,1,2,0,0,0,0,0,0,0,2,3
Shoaib Malik,DW Steyn,2,1,0,0,0,0,0,0,0,1,3
Shoaib Malik,GD Elliott,1,8,1,0,3,0,0,0,0,22,13
Shoaib Malik,GP Swann,5,5,1,0,0,0,0,0,1,7,11
Shoaib Malik,H Davids,2,1,0,0,0,0,0,0,0,1,3
Shoaib Malik,HH Pandya,4,2,0,0,0,0,1,0,1,8,7
Shoaib Malik,HMRKB Herath,2,4,2,0,0,0,0,0,1,8,8
Shoaib Malik,I Sharma,8,7,1,0,1,0,0,0,0,13,17
Shoaib Malik,I Udana,2,3,0,0,0,0,0,0,0,3,5
Shoaib Malik,IK Pathan,1,1,1,0,0,0,0,0,0,3,3
Shoaib Malik,Imran Tahir,3,5,0,0,0,0,0,0,2,5,8
Shoaib Malik,IS Sodhi,0,2,1,0,0,0,0,0,0,4,3
Shoaib Malik,J Botha,1,1,0,0,0,0,0,0,0,1,2
Shoaib Malik,JA Morkel,2,1,0,0,1,0,0,0,0,5,4
Shoaib Malik,JDF Vandersay,1,6,1,0,0,0,0,0,0,8,8
Shoaib Malik,JDP Oram,0,1,0,0,0,0,0,0,0,1,1
Shoaib Malik,JE Taylor,1,4,0,0,1,0,0,0,0,8,6
Shoaib Malik,JH Kallis,3,1,0,0,0,0,0,0,1,1,4
Shoaib Malik,JJ Bumrah,9,2,0,0,3,0,0,0,0,14,14
Shoaib Malik,JP Duminy,2,1,0,0,0,0,0,0,0,1,3
Shoaib Malik,JP Faulkner,0,3,2,0,0,0,0,0,0,7,5
Shoaib Malik,JR Hazlewood,0,1,1,0,0,0,0,0,0,3,2
Shoaib Malik,JW Dernbach,3,3,0,0,1,0,0,0,1,7,7
Shoaib Malik,KD Mills,0,1,0,0,0,0,0,0,0,1,1
Shoaib Malik,KJ Abbott,0,2,0,0,1,0,0,0,0,6,3
Shoaib Malik,KMDN Kulasekara,2,5,0,0,0,0,0,0,0,5,7
Shoaib Malik,KOK Williams,1,2,0,0,0,0,0,0,0,2,3
Shoaib Malik,KS Lokuarachchi,4,6,0,1,3,0,0,0,0,21,14
Shoaib Malik,L Balaji,2,1,1,0,1,0,0,0,0,7,5
Shoaib Malik,LE Plunkett,1,4,0,0,0,0,0,0,1,4,5
Shoaib Malik,LL Tsotsobe,9,5,0,0,0,0,0,0,0,5,14
Shoaib Malik,M Morkel,2,1,1,0,0,0,0,0,0,3,4
Shoaib Malik,MA Starc,1,2,2,0,1,0,0,0,0,10,6
Shoaib Malik,MJ McClenaghan,3,5,2,0,0,0,0,0,1,9,10
Shoaib Malik,MJ Santner,9,5,1,0,0,0,0,0,1,7,15
Shoaib Malik,MM Ali,3,5,0,0,0,0,1,0,0,11,9
Shoaib Malik,MN Samuels,3,1,0,0,0,0,0,0,0,1,4
Shoaib Malik,NLTC Perera,5,11,1,0,2,0,0,0,1,21,19
Shoaib Malik,NM Coulter-Nile,0,2,0,0,1,0,1,0,0,12,4
Shoaib Malik,PJ Cummins,3,0,0,0,0,0,0,0,1,0,3
Shoaib Malik,PVD Chameera,4,2,0,0,0,0,0,0,0,2,6
Shoaib Malik,R Ashwin,5,2,3,0,1,0,0,0,1,12,11
Shoaib Malik,R McLaren,1,3,0,1,0,0,0,0,0,6,5
Shoaib Malik,RA Jadeja,7,5,0,0,1,0,2,0,0,21,15
Shoaib Malik,RJ Peterson,8,1,0,0,0,0,0,0,0,1,9
Shoaib Malik,RK Kleinveldt,1,0,0,0,0,0,0,0,1,0,1
Shoaib Malik,RS Bopara,0,0,1,1,0,0,0,0,0,5,2
Shoaib Malik,S Badree,1,1,0,0,0,0,0,0,1,1,2
Shoaib Malik,SCJ Broad,2,2,1,0,1,0,0,0,0,8,6
Shoaib Malik,SD Parry,2,2,1,0,0,0,1,0,0,10,6
Shoaib Malik,SL Malinga,1,4,1,0,1,0,0,0,0,10,7
Shoaib Malik,SMSM Senanayake,0,4,1,0,0,0,0,0,0,6,5
Shoaib Malik,SP Narine,5,11,1,0,0,0,1,0,0,19,18
Shoaib Malik,SR Patel,3,4,0,0,0,0,1,0,0,10,8
Shoaib Malik,SR Watson,5,3,2,0,2,0,0,0,0,15,12
Shoaib Malik,ST Finn,3,4,1,0,2,0,0,0,0,14,10
Shoaib Malik,TA Boult,0,1,0,0,3,0,0,0,0,13,4
Shoaib Malik,TAM Siriwardana,3,0,0,1,0,0,0,0,1,3,4
Shoaib Malik,TD Astle,1,4,1,0,1,0,1,0,0,16,8
Shoaib Malik,TG Southee,0,3,0,0,1,0,0,0,0,7,4
Shoaib Malik,V Kohli,2,6,0,0,3,0,0,0,0,18,11
Shoaib Malik,WD Parnell,3,3,1,0,1,0,0,0,0,9,8
Shoaib Malik,XJ Doherty,4,1,0,0,0,0,0,0,0,1,5
Shoaib Malik,Yuvraj Singh,2,10,0,0,0,0,1,0,0,16,13
SK Raina,A Mishra,3,6,0,0,0,0,0,0,1,6,9
SK Raina,A Nehra,2,1,0,0,0,0,1,0,0,7,4
SK Raina,AB Dinda,0,1,2,0,1,0,0,0,0,9,4
SK Raina,AD Mathews,4,2,0,0,0,0,0,0,0,2,6
SK Raina,AD Russell,6,1,0,0,1,0,0,0,2,5,8
SK Raina,AF Milne,0,1,0,0,0,0,0,0,0,1,1
SK Raina,AJ Tye,3,1,6,0,4,0,0,0,0,29,14
SK Raina,AN Ahmed,2,6,2,0,0,0,0,0,0,10,10
SK Raina,Ankit Sharma,1,2,1,0,0,0,0,0,1,4,4
SK Raina,Anureet Singh,4,8,0,0,3,0,0,0,0,20,15
SK Raina,AR Patel,2,14,1,0,4,0,0,0,0,32,21
SK Raina,AS Rajpoot,3,3,1,0,3,0,0,0,0,17,10
SK Raina,B Kumar,11,7,1,0,6,0,2,0,2,45,27
SK Raina,BB Sran,2,7,2,0,2,0,0,0,0,19,13
SK Raina,BE Hendricks,3,3,0,0,1,0,0,0,1,7,7
SK Raina,Bilawal Bhatti,2,3,0,0,3,0,0,0,0,15,8
SK Raina,Bipul Sharma,0,3,0,0,1,0,0,0,0,7,4
SK Raina,BMAJ Mendis,1,1,0,0,0,0,0,0,0,1,2
SK Raina,CAK Rajitha,4,3,1,0,2,0,1,0,0,19,11
SK Raina,CH Morris,12,6,2,0,1,0,0,0,4,14,21
SK Raina,CJ Anderson,0,1,0,0,1,0,0,0,0,5,2
SK Raina,CJ Boyce,2,7,0,0,0,0,1,0,0,13,10
SK Raina,CJ McKay,0,1,1,0,1,0,0,0,0,7,3
SK Raina,CR Woakes,2,2,1,0,0,0,0,0,0,4,5
SK Raina,D Wiese,7,8,1,0,2,0,1,0,0,24,19
SK Raina,DE Bollinger,3,2,0,0,0,0,0,0,0,2,5
SK Raina,DJ Hooda,2,8,1,0,1,0,0,0,0,14,12
SK Raina,DJ Hussey,1,1,0,0,0,0,0,0,0,1,2
SK Raina,DL Vettori,0,3,0,0,0,0,0,0,0,3,3
SK Raina,DT Christian,1,3,0,0,1,0,0,0,1,7,5
SK Raina,DW Steyn,1,3,0,0,1,0,0,0,0,7,5
SK Raina,F du Plessis,2,1,0,0,0,0,0,0,0,1,3
SK Raina,GB Hogg,10,9,1,0,1,0,0,0,0,15,21
SK Raina,GJ Maxwell,5,8,0,0,0,0,0,0,2,8,13
SK Raina,GS Sandhu,0,2,1,0,0,0,0,0,0,4,3
SK Raina,Gurkeerat Singh,3,3,3,0,2,0,0,0,0,17,11
SK Raina,Harbhajan Singh,17,27,2,0,1,0,4,0,3,59,51
SK Raina,HF Gurney,1,2,0,0,0,0,0,0,1,2,3
SK Raina,HH Pandya,3,4,1,0,2,0,1,0,0,20,11
SK Raina,HMRKB Herath,1,2,0,0,0,0,0,0,0,2,3
SK Raina,HV Patel,16,5,2,0,3,0,0,0,1,21,26
SK Raina,I Sharma,3,6,3,0,2,0,1,0,1,26,15
SK Raina,Imran Tahir,3,2,0,0,1,0,0,0,1,6,6
SK Raina,Iqbal Abdulla,4,7,1,0,3,0,2,0,0,33,17
SK Raina,J Botha,1,0,2,0,1,0,0,0,0,8,4
SK Raina,J Suchith,2,0,0,0,1,0,0,0,1,4,3
SK Raina,J Yadav,1,0,0,0,0,0,0,0,1,0,1
SK Raina,JA Morkel,2,3,1,0,1,0,0,0,0,9,7
SK Raina,JC Tredwell,3,12,2,0,1,0,1,0,0,26,19
SK Raina,JD Unadkat,5,6,2,0,2,0,0,0,0,18,15
SK Raina,JDP Oram,6,1,0,0,2,0,0,0,0,9,9
SK Raina,JDS Neesham,5,5,1,0,1,0,0,0,1,11,12
SK Raina,JH Kallis,0,5,1,0,1,0,0,0,0,11,7
SK Raina,JJ Bumrah,8,4,2,0,3,0,1,0,1,26,18
SK Raina,JO Holder,2,2,0,0,2,0,0,0,0,10,6
SK Raina,JP Duminy,3,9,4,0,1,0,0,0,0,21,17
SK Raina,JP Faulkner,5,6,2,0,2,0,1,0,1,24,16
SK Raina,Junaid Khan,2,1,0,0,1,0,0,0,0,5,4
SK Raina,JW Dernbach,0,6,1,0,0,0,0,0,0,8,7
SK Raina,K Rabada,6,3,1,0,0,0,1,0,0,11,11
SK Raina,KA Pollard,4,11,1,0,5,0,0,0,1,33,21
SK Raina,Karanveer Singh,3,0,0,0,0,0,0,0,0,0,3
SK Raina,KD Mills,2,0,0,0,0,0,0,0,1,0,2
SK Raina,KH Pandya,1,4,0,0,3,0,0,0,0,16,8
SK Raina,KJ Abbott,3,0,0,0,2,0,0,0,0,8,5
SK Raina,KMDN Kulasekara,3,1,1,0,1,0,0,0,0,7,6
SK Raina,KV Sharma,4,4,0,0,0,0,1,0,1,10,9
SK Raina,KW Richardson,2,4,0,0,2,0,0,0,0,12,8
SK Raina,L Balaji,0,1,0,0,0,0,0,0,0,1,1
SK Raina,LJ Wright,2,4,1,0,0,0,0,0,0,6,7
SK Raina,LR Shukla,3,1,1,0,2,0,0,0,0,11,7
SK Raina,M Ashwin,4,6,2,0,0,0,0,0,1,10,12
SK Raina,M de Lange,1,1,0,0,0,0,1,0,0,7,3
SK Raina,M Kartik,1,0,0,0,2,0,0,0,0,8,3
SK Raina,M Morkel,5,9,1,0,2,0,1,0,0,25,18
SK Raina,M Muralitharan,0,4,1,0,1,0,0,0,0,10,6
SK Raina,M Vijay,1,1,0,0,3,0,0,0,0,13,5
SK Raina,MA Starc,8,8,1,0,2,0,0,0,0,18,19
SK Raina,MC Henriques,3,9,1,0,0,0,0,0,1,11,13
SK Raina,MD Shanaka,2,0,1,0,0,0,0,0,2,2,3
SK Raina,MG Johnson,10,10,4,0,4,0,2,0,0,46,30
SK Raina,MJ McClenaghan,7,4,0,0,6,0,1,0,1,34,18
SK Raina,MJ Santner,1,1,0,0,0,0,0,0,1,1,2
SK Raina,MM Ali,0,2,0,0,1,0,0,0,0,6,3
SK Raina,MM Sharma,3,3,0,0,1,0,1,0,1,13,8
SK Raina,MN Samuels,0,1,0,0,0,0,0,0,0,1,1
SK Raina,Mohammad Amir,3,1,0,0,0,0,0,0,1,1,4
SK Raina,Mohammad Hafeez,0,2,0,0,0,0,0,0,0,2,2
SK Raina,Mohammad Sami,1,0,0,0,0,0,0,0,1,0,1
SK Raina,Mohammed Shami,4,5,1,0,0,0,1,0,0,13,11
SK Raina,MP Stoinis,6,0,0,0,1,0,1,0,1,10,8
SK Raina,Mustafizur Rahman,0,5,0,0,1,0,0,0,0,9,6
SK Raina,NLTC Perera,4,15,5,0,2,0,0,0,2,33,26
SK Raina,NM Coulter-Nile,7,1,0,1,0,0,1,0,2,10,10
SK Raina,P Awana,2,0,1,0,7,0,2,0,1,42,12
SK Raina,P Kumar,2,2,3,0,1,0,1,0,0,18,9
SK Raina,P Suyal,1,2,1,0,0,0,0,0,0,4,4
SK Raina,Parvez Rasool,1,4,0,0,0,0,0,0,0,4,5
SK Raina,PJ Cummins,8,6,0,0,0,0,0,0,0,6,14
SK Raina,PP Chawla,9,8,2,0,4,0,5,0,1,58,28
SK Raina,PP Ojha,1,5,0,1,0,0,1,0,0,14,8
SK Raina,PV Tambe,7,2,1,0,0,0,0,0,0,4,10
SK Raina,PVD Chameera,6,6,1,0,5,0,0,0,0,28,18
SK Raina,R Ashwin,6,8,2,0,0,0,0,0,0,12,16
SK Raina,R Bhatia,2,6,0,0,0,0,0,0,1,6,8
SK Raina,R Dhawan,1,3,0,0,0,0,0,0,0,3,4
SK Raina,R Rampaul,0,1,0,0,0,0,0,0,0,1,1
SK Raina,R Vinay Kumar,13,8,1,0,3,0,2,0,0,34,27
SK Raina,RJ Peterson,3,3,1,0,1,0,0,0,0,9,8
SK Raina,RM Hira,0,4,2,0,0,0,1,0,0,14,7
SK Raina,RMS Eranga,0,3,0,0,2,0,0,0,0,11,5
SK Raina,RS Bopara,1,3,0,0,0,0,0,0,0,3,4
SK Raina,S Aravind,3,1,0,0,0,0,0,0,0,1,4
SK Raina,S Nadeem,0,3,2,0,0,0,1,0,0,13,6
SK Raina,S Rana,3,3,1,0,2,0,0,0,0,13,9
SK Raina,Saeed Ajmal,9,3,0,0,1,0,0,0,1,7,13
SK Raina,Sandeep Sharma,9,6,3,1,4,0,4,0,0,55,27
SK Raina,SC Meaker,3,4,0,0,3,0,1,0,0,22,11
SK Raina,Shahid Afridi,0,1,0,0,0,0,0,0,0,1,1
SK Raina,Shakib Al Hasan,9,6,0,0,3,0,1,0,1,24,19
SK Raina,SL Malinga,2,8,0,0,0,0,1,0,0,14,11
SK Raina,SMSM Senanayake,5,5,0,0,0,0,0,0,0,5,10
SK Raina,SP Narine,11,9,2,0,0,0,1,0,0,19,23
SK Raina,SR Watson,14,12,2,0,5,0,0,0,3,36,33
SK Raina,ST Finn,0,2,0,0,0,0,0,0,0,2,2
SK Raina,STR Binny,0,2,0,0,0,0,0,0,0,2,2
SK Raina,SW Tait,1,2,1,0,2,0,0,0,0,12,6
SK Raina,T Shamsi,3,4,0,0,1,0,0,0,0,8,8
SK Raina,TA Boult,2,0,0,0,0,0,0,0,1,0,2
SK Raina,TG Southee,3,1,0,0,0,0,0,0,0,1,4
SK Raina,TM Head,0,2,0,0,0,0,0,0,0,2,2
SK Raina,TT Bresnan,2,3,1,0,0,0,1,0,0,11,7
SK Raina,Umar Gul,1,6,2,0,0,0,1,0,0,16,10
SK Raina,UT Yadav,18,7,1,0,4,0,0,0,1,25,30
SK Raina,V Kohli,1,2,0,0,0,0,0,0,0,2,3
SK Raina,VR Aaron,0,2,0,0,2,0,0,0,0,10,4
SK Raina,WD Parnell,2,3,1,0,4,0,2,0,0,33,12
SK Raina,XJ Doherty,0,2,0,0,1,0,0,0,0,6,3
SK Raina,YK Pathan,2,1,0,0,1,0,0,0,0,5,4
SK Raina,YS Chahal,17,17,3,0,2,0,5,0,3,61,44
SK Raina,Yuvraj Singh,1,0,0,0,0,0,0,0,1,0,1
SL Malinga,AB Dinda,4,0,0,0,0,0,0,0,1,0,4
SL Malinga,AD Mathews,2,1,0,0,1,0,0,0,0,5,4
SL Malinga,DJ Bravo,0,1,0,0,0,0,0,0,0,1,1
SL Malinga,DJG Sammy,0,1,0,0,0,0,0,0,0,1,1
SL Malinga,Imran Tahir,4,1,0,0,0,0,0,0,0,1,5
SL Malinga,JDS Neesham,1,0,0,0,0,0,0,0,1,0,1
SL Malinga,MA Starc,0,1,0,0,0,0,0,0,0,1,1
SL Malinga,MN Samuels,1,3,0,0,0,0,0,0,0,3,4
SL Malinga,NM Coulter-Nile,1,0,0,0,0,0,0,0,0,0,1
SL Malinga,R Rampaul,2,2,0,0,0,0,0,0,1,2,4
SL Malinga,SP Narine,7,0,0,0,0,0,0,0,1,0,7
SL Malinga,VR Aaron,0,1,0,0,0,0,0,0,0,1,1
SL Malinga,WD Parnell,2,0,0,0,0,0,0,0,1,0,2
SMSM Senanayake,DJ Bravo,1,0,0,0,0,0,0,0,1,0,1
SMSM Senanayake,DW Steyn,0,1,0,0,0,0,0,0,0,1,1
SMSM Senanayake,HH Pandya,1,2,0,0,0,0,0,0,0,2,3
SMSM Senanayake,JDS Neesham,1,1,1,0,1,0,1,0,1,13,5
SMSM Senanayake,JJ Bumrah,3,1,0,0,0,0,0,0,1,1,4
SMSM Senanayake,JW Hastings,1,3,0,0,0,0,0,0,0,3,4
SMSM Senanayake,KA Pollard,0,1,0,0,0,0,0,0,0,1,1
SMSM Senanayake,KD Mills,1,3,0,0,0,0,0,0,0,3,4
SMSM Senanayake,M Morkel,0,1,0,0,0,0,0,0,0,1,1
SMSM Senanayake,MA Starc,4,3,1,0,1,0,0,0,0,9,9
SMSM Senanayake,MJ McClenaghan,1,1,0,0,0,0,0,0,0,1,2
SMSM Senanayake,Mohammad Sami,1,0,0,0,0,0,0,0,1,0,1
SMSM Senanayake,R Ashwin,0,2,0,0,0,0,0,0,0,2,2
SMSM Senanayake,RA Jadeja,3,0,0,0,0,0,0,0,0,0,3
SMSM Senanayake,Saeed Ajmal,2,1,0,0,0,0,0,0,0,1,3
SMSM Senanayake,SK Raina,4,1,1,0,0,0,0,0,1,3,6
SMSM Senanayake,SM Boland,0,1,0,0,0,0,0,0,0,1,1
SMSM Senanayake,SP Narine,0,2,0,0,0,0,0,0,0,2,2
SMSM Senanayake,WD Parnell,4,0,0,0,0,0,0,0,1,0,4
SN Khan,A Nehra,3,3,0,0,0,0,0,0,1,3,6
SN Khan,Anureet Singh,2,4,0,0,1,0,0,0,1,8,7
SN Khan,AR Patel,0,4,0,0,0,0,0,0,0,4,4
SN Khan,B Kumar,0,0,0,0,4,0,1,0,0,22,5
SN Khan,CH Morris,0,1,0,0,0,0,0,0,0,1,1
SN Khan,DJ Bravo,2,4,1,0,2,0,0,0,1,14,9
SN Khan,DS Kulkarni,0,0,0,0,1,0,0,0,0,4,1
SN Khan,HH Pandya,0,1,0,0,0,0,0,0,0,1,1
SN Khan,IC Pandey,0,2,0,0,0,0,0,0,0,2,2
SN Khan,JJ Bumrah,4,2,0,0,1,0,1,0,1,12,8
SN Khan,JP Faulkner,0,2,0,0,1,0,0,0,0,6,3
SN Khan,KH Pandya,1,2,1,0,0,0,0,0,0,4,4
SN Khan,MJ McClenaghan,2,1,0,0,1,0,1,0,0,11,5
SN Khan,MM Sharma,1,2,0,0,1,0,0,0,0,6,4
SN Khan,Mohammed Shami,1,1,0,0,0,0,0,0,0,1,2
SN Khan,Mustafizur Rahman,1,1,1,0,1,0,1,0,0,13,5
SN Khan,NLTC Perera,0,0,1,0,0,0,0,0,0,2,1
SN Khan,P Negi,2,1,1,0,0,0,0,0,0,3,4
SN Khan,PV Tambe,0,3,1,0,2,0,1,0,0,19,7
SN Khan,RA Jadeja,3,1,3,0,2,0,1,0,1,21,10
SN Khan,Sandeep Sharma,0,1,1,0,0,0,0,0,0,3,2
SN Khan,SK Raina,0,1,0,0,0,0,0,0,0,1,1
SN Khan,SR Watson,0,3,0,0,2,0,0,0,0,11,5
SN Khan,STR Binny,1,0,0,0,0,0,0,0,0,0,1
SN Khan,TG Southee,1,1,2,0,0,0,0,0,0,5,4
SN Thakur,Imran Tahir,1,2,0,0,0,0,0,0,0,2,3
SN Thakur,NM Coulter-Nile,1,1,0,0,1,0,0,0,0,5,3
Sohaib Maqsood,AD Mathews,0,1,0,0,0,0,0,0,0,1,1
Sohaib Maqsood,AD Russell,2,3,0,0,1,0,0,0,0,7,6
Sohaib Maqsood,AF Milne,2,1,0,0,0,0,0,0,0,1,3
Sohaib Maqsood,AU Rashid,3,0,0,0,0,0,0,0,1,0,3
Sohaib Maqsood,B Kumar,0,2,0,0,1,0,0,0,0,6,3
Sohaib Maqsood,BAW Mendis,2,1,0,0,1,0,1,0,0,11,5
Sohaib Maqsood,CJ Anderson,4,0,1,0,0,0,0,0,0,2,5
Sohaib Maqsood,DE Bollinger,0,2,0,0,0,0,0,0,0,2,2
Sohaib Maqsood,DW Steyn,3,0,0,0,1,0,0,0,1,4,4
Sohaib Maqsood,GB Hogg,1,2,0,0,0,0,0,0,0,2,3
Sohaib Maqsood,GD Elliott,2,1,0,0,0,0,0,0,1,1,3
Sohaib Maqsood,GJ Maxwell,3,0,0,0,0,0,0,0,1,0,3
Sohaib Maqsood,H Davids,0,1,0,0,0,0,0,0,0,1,1
Sohaib Maqsood,Imran Tahir,3,7,1,1,0,0,0,0,0,12,12
Sohaib Maqsood,KMDN Kulasekara,0,1,0,0,0,0,0,0,0,1,1
Sohaib Maqsood,LE Plunkett,3,3,1,0,1,0,0,0,0,9,8
Sohaib Maqsood,LL Tsotsobe,1,2,0,0,1,0,0,0,0,6,4
Sohaib Maqsood,MJ McClenaghan,4,1,0,0,0,0,0,0,0,1,5
Sohaib Maqsood,MJ Santner,3,1,0,0,0,0,0,0,1,1,4
Sohaib Maqsood,MM Ali,2,3,2,0,0,0,1,0,1,13,8
Sohaib Maqsood,MN Samuels,1,1,0,0,0,0,1,0,0,7,3
Sohaib Maqsood,Mohammed Shami,3,1,2,0,1,0,1,0,0,15,8
